Error: 0.000
Loss: 1000.000
Speed: 20.000
No loss
0.010	1.0000000000
0.025	1.0000000000
0.050	0.9495650000
0.075	0.9022950000
0.100	0.8579980000
0.250	0.6635020000
0.500	0.4179020000
0.750	0.2780520000
1.000	0.1753890000
1.250	0.1160490000
1.500	0.0727790000
1.750	0.0461400000
2.000	0.0305830000
2.250	0.0190870000
2.500	0.0126830000
2.750	0.0079300000
3.000	0.0054230000
3.250	0.0033220000
3.500	0.0021140000
3.750	0.0014280000
4.000	0.0008550000
4.250	0.0005560000
4.500	0.0003700000
4.750	0.0002120000
5.000	0.0001470000
5.250	0.0001030000
5.500	0.0000820000
5.750	0.0000330000
6.000	0.0000280000
6.250	0.0000130000
6.500	0.0000030000
6.750	0.0000070000
7.000	0.0000040000
7.250	0.0000030000
7.500	0.0000010000
7.750	0.0000000000
8.000	0.0000000000
8.250	0.0000000000
8.500	0.0000000000
8.750	0.0000000000
9.000	0.0000000000
9.250	0.0000000000
9.500	0.0000000000
9.750	0.0000000000
10.000	0.0000000000
10.250	0.0000000000
10.500	0.0000000000
10.750	0.0000000000
11.000	0.0000000000
11.250	0.0000000000
11.500	0.0000000000
11.750	0.0000000000
12.000	0.0000000000
12.250	0.0000000000
12.500	0.0000000000
12.750	0.0000000000
13.000	0.0000000000
13.250	0.0000000000
13.500	0.0000000000
13.750	0.0000000000
14.000	0.0000000000
14.250	0.0000000000
14.500	0.0000000000
14.750	0.0000000000
15.000	0.0000000000
15.250	0.0000000000
15.500	0.0000000000
15.750	0.0000000000
16.000	0.0000000000
