No loss
0.001	1.000000
0.010	1.000000
0.025	1.000000
0.050	0.000000
0.100	0.000000
0.250	0.000000
0.500	0.000000
1.000	0.000000
2.000	0.000000
4.000	0.000000
8.000	0.000000
10.000	0.000000
16.000	0.000000
20.000	0.000000
ADS-B
0.001	1.000000
0.010	1.000000
0.025	1.000000
0.050	0.146300
0.100	0.004400
0.250	0.000000
0.500	0.000000
1.000	0.000000
2.000	0.000000
4.000	0.000000
8.000	0.000000
10.000	0.000000
16.000	0.000000
20.000	0.000000
Wi-Fi beacons
0.001	1.000000
0.010	1.000000
0.025	1.000000
0.050	0.629600
0.100	0.109300
0.250	0.003200
0.500	0.000700
1.000	0.000000
2.000	0.000000
4.000	0.000000
8.000	0.000000
10.000	0.000000
16.000	0.000000
20.000	0.000000
No loss
0.001	1.0000000000
0.010	1.0000000000
0.025	1.0000000000
0.050	0.0000000000
0.100	0.0000000000
0.250	0.0000000000
0.500	0.0000000000
1.000	0.0000000000
2.000	0.0000000000
4.000	0.0000000000
8.000	0.0000000000
10.000	0.0000000000
16.000	0.0000000000
20.000	0.0000000000
ADS-B
0.001	1.0000000000
0.010	1.0000000000
0.025	1.0000000000
0.050	0.1478000000
0.100	0.0018000000
0.250	0.0000000000
0.500	0.0000000000
1.000	0.0000000000
2.000	0.0000000000
4.000	0.0000000000
8.000	0.0000000000
10.000	0.0000000000
16.000	0.0000000000
20.000	0.0000000000
Wi-Fi beacons
0.001	1.0000000000
0.010	1.0000000000
0.025	1.0000000000
0.050	0.6275000000
0.100	0.1030000000
0.250	0.0010000000
0.500	0.0000000000
1.000	0.0000000000
2.000	0.0000000000
4.000	0.0000000000
8.000	0.0000000000
10.000	0.0000000000
16.000	0.0000000000
20.000	0.0000000000
No loss
0.001	1.0000000000
0.010	0.9980000000
0.025	1.0000000000
0.050	0.0000000000
0.100	0.0000000000
0.250	0.0000000000
0.500	0.0000000000
1.000	0.0000000000
2.000	0.0000000000
4.000	0.0000000000
8.000	0.0000000000
10.000	0.0000000000
16.000	0.0000000000
20.000	0.0000000000
ADS-B
0.001	1.0000000000
0.010	1.0000000000
0.025	0.9987000000
0.050	0.1348000000
0.100	0.0023000000
0.250	0.0000000000
0.500	0.0000000000
1.000	0.0000000000
2.000	0.0000000000
4.000	0.0000000000
8.000	0.0000000000
10.000	0.0000000000
16.000	0.0000000000
20.000	0.0000000000
Wi-Fi beacons
0.001	1.0000000000
0.010	1.0000000000
0.025	1.0000000000
0.050	0.6153000000
0.100	0.1022000000
0.250	0.0022000000
0.500	0.0000000000
1.000	0.0000000000
2.000	0.0000000000
4.000	0.0000000000
8.000	0.0000000000
10.000	0.0000000000
16.000	0.0000000000
20.000	0.0000000000
